protein1,protein2,label
A0A023PXD3,Q12055,0
P35180,Q03290,0
P17076,Q02774,0
P33441,P47006,0
O13576,Q12092,0
Q06417,Q12488,0
P32339,P53089,0
P0CX97,P39551,0
P32911,P53157,0
P32570,P34087,1
Q02983,Q08742,0
P07274,P26188,0
P04456,P13663,0
A0A023PZE6,P40101,0
P38260,P53087,0
P26364,Q08974,0
P40532,P53860,0
A0A023PXH9,P38191,0
P38892,P53231,0
P0CE93,P46983,0
P43599,Q03085,0
P0CF21,P53257,0
P38881,Q12421,0
Q03125,Q03630,0
P0CE69,P22133,0
Q04894,Q08743,0
P43623,P53957,0
O13554,P02293,0
P16547,Q08222,0
A0A023PZF9,O13542,0
P09201,P0CY11,0
O13587,P53856,0
P36025,P53884,0
Q04436,Q07613,0
P32613,Q12099,0
P08067,Q03677,0
P46994,Q04909,0
P36059,P53921,0
P40573,Q04868,0
P06367,P07270,0
P38200,Q07551,0
O13532,P40314,0
P53035,Q8TGK7,0
P47143,P53159,0
P32464,Q02803,0
P21965,Q08018,0
P0C0T4,P47053,0
P0CL35,Q03418,0
P89888,Q06058,0
P36087,Q04170,0
P32605,Q08920,1
Q02872,Q04398,0
P40917,Q06608,0
P40057,Q6Q5F3,0
P22141,Q08110,0
P04840,P09201,0
P0C5M3,P53905,0
P33331,Q02950,0
P25659,P38220,0
O13556,P40154,0
P0CI67,Q99321,0
P31373,Q99190,0
P47081,Q12394,0
O14464,P53724,1
P32471,P38805,0
P40099,Q12512,0
P09201,Q3E825,0
P53088,Q04401,0
P28789,Q12352,0
P40891,Q03503,0
Q08604,Q6B0X2,0
P38727,P40083,0
Q02209,Q06686,0
P00358,P25369,0
Q02732,Q12262,1
P20459,P53281,0
P0C2H9,P53320,0
Q12123,Q99394,0
P36109,Q00245,0
P18898,P25043,0
P0CX13,Q12164,0
P21734,Q06338,0
P33441,P42840,0
P38891,Q04549,0
P40990,Q03554,0
P29055,Q12445,0
P19073,Q06177,0
A0A023PXE8,P87191,0
P53173,Q08361,0
P0C5R9,Q12006,0
P24280,Q12530,0
P16658,P52492,0
P09064,P40005,0
P36528,P37263,0
P32858,P33201,0
P33412,P41910,0
Q08962,Q12026,0
Q03667,Q12064,0
P06182,P40471,0
P53186,Q08176,0
P38956,Q03723,0
P38172,Q12118,0
P47017,P47151,0
P0CX45,P38629,0
P38185,P53146,0
O14467,P15700,0
P15496,P38744,0
P54007,Q12248,0
P0CX93,P32450,0
P46964,Q92316,1
P0CY13,P38077,0
Q07748,Q07989,0
P46948,P53833,0
Q04740,Q08533,0
P32502,Q03220,0
P53936,Q12434,0
P32858,P35727,0
A0A023PYD3,P38281,0
P04840,Q06494,0
P32803,P87275,0
P87283,Q04401,0
P06633,P53103,0
P32357,P53233,0
P40565,P53245,0
P38632,Q08927,0
Q04019,Q06252,0
P35196,Q12359,0
P0C2H6,Q07914,0
P0CE98,P52919,0
P0CX47,Q04935,0
P51998,P53724,1
P10355,P38216,0
P43569,Q04651,0
P38327,Q02864,0
O13523,P50105,0
P40019,Q07541,0
O14467,P47118,0
A0A023PXH9,P39676,0
P33331,Q07535,0
P0CE93,P53063,0
P14120,P53295,1
Q04344,Q99258,0
P25602,P36154,0
P0C5P0,P18888,0
P04456,P05749,1
P47822,Q02647,0
P39107,Q03759,0
P40207,Q02895,0
P38991,Q02046,0
P40045,P47105,0
Q06235,Q12189,0
P27344,P43604,0
P40575,P53093,0
P40956,P40958,0
P23595,P32902,0
P23724,Q06058,0
P48239,Q08774,0
P32605,P38202,0
P36116,Q06346,0
P53204,P53899,0
P25584,P40070,0
O94742,P38155,0
P0CY08,P38185,0
O13564,P32419,0
A0A023PZF2,P38264,0
Q04019,Q96VH1,0
P34253,P49954,0
P09937,P53141,0
P43617,Q04603,0
Q12318,Q12493,0
P25640,P36526,0
A0A023PXF8,Q2V2Q1,0
P40488,P47120,0
P40029,P51601,0
P53956,Q8TGP8,0
A0A023PXJ3,P41544,0
P14724,Q99373,0
Q06417,Q99258,0
P22803,P38852,0
P20433,Q06287,0
O13534,P36094,0
P00431,Q03219,0
Q02950,Q03201,1
Q02896,Q07978,0
P35727,Q12476,0
P00950,P0CL27,0
P14020,Q07560,0
P38345,Q02895,0
P38064,P40031,0
P05756,P40217,1
P27999,Q08272,0
P33399,P42840,0
P39566,Q03798,0
P38192,P47178,0
P35197,Q04767,0
A0A023PXD9,P43588,0
P25577,P40515,0
P21374,P28320,1
P38326,P38740,0
P40552,P40569,0
P05743,P38701,1
P53307,P53720,0
P36039,Q12431,1
P43605,P53184,0
P25652,Q05359,0
P32352,Q02659,0
P0CX83,P34730,0
P32488,Q06819,0
P01119,P25358,0
P28778,P42847,1
P25046,P33308,1
P00950,Q07989,0
P36018,Q6B0R2,0
P0C0W1,P15646,1
Q08981,Q99176,0
P26783,P48589,1
P36521,Q06090,1
P36078,Q03981,0
P0CX95,P36018,0
P40464,Q12444,0
A0A023PZF5,Q05867,0
P53217,Q04272,0
P0CL31,P40518,0
P32912,P47180,0
P53615,P53892,0
P07257,P39978,0
Q07987,Q3E760,0
A0A023PZH4,P34238,0
P38727,Q06091,0
P40004,Q08446,0
P32435,Q03713,0
P38258,Q07829,0
P0C0T4,P38189,0
P30656,P53211,0
P00128,Q99219,0
Q04006,Q04013,0
P87269,Q06236,0
P38912,P47095,0
P38783,Q99373,0
P0CX29,P39983,1
P39532,P57743,0
P40185,P47150,0
P28241,Q12443,0
P0CE97,P25642,0
P0CX29,P14120,1
P38921,Q12070,0
P0CX24,P10962,1
P23500,P47009,0
P47078,Q04398,0
P0CH64,P16550,0
P12904,Q05779,0
P0CX56,P40546,1
P0CD90,Q12322,0
P39926,Q08361,0
P29478,P40056,0
Q07879,Q99369,0
P53151,P53187,0
P38302,Q03935,0
P18238,P53073,0
D6VPM8,Q12230,0
P37264,Q07532,0
P0C074,P52923,0
P05737,Q12000,1
P38068,Q06389,0
Q12297,Q3E827,0
P33328,P87273,0
P53173,Q12241,0
A0A023PXM7,P04840,0
P0CX13,P49166,0
P38787,Q12448,0
Q08774,Q99401,0
P40007,Q02326,1
P35734,Q08045,0
P39107,P43619,0
P40479,P53281,0
P53725,P53830,0
P47145,Q6Q572,0
P01119,Q06406,0
P41896,P43576,0
P36030,P52923,0
P20051,Q08692,0
P09938,P49723,1
P31412,P53262,1
O13530,Q12507,0
P21771,P36523,1
Q03525,Q99321,0
A0A023PZL2,Q12507,0
Q03418,Q06667,0
A0A023PZH4,Q02486,0
Q08230,Q08321,0
P35731,P38303,0
P29340,P47086,0
P38805,P47167,0
P0CL34,P38698,0
P19516,Q12512,0
P40363,P48569,0
P00431,Q08465,0
P38252,Q8TGR5,0
P38804,P47081,0
P36110,P46973,0
P43639,Q03151,0
P38079,Q02804,0
P15454,P53888,0
P0CE69,Q12155,0
P40488,P53737,0
Q06070,Q08974,0
P21734,P53922,0
P03069,P42938,0
P0CX12,P32366,0
P53012,P53896,0
P38218,Q99219,0
P36072,P40078,0
P13856,P40963,0
P38787,Q02710,0
P38066,P53077,0
P04911,P46947,0
P15454,P53216,0
P33303,Q04087,0
P38813,Q12426,0
P0CX53,Q03057,0
O13516,P32318,0
Q04964,Q12408,0
P30657,Q08232,0
P41896,Q08842,0
P40348,P53159,0
A0A023PXG7,P25614,0
P25620,P53311,0
P0CL41,P53885,0
P38752,P39515,0
P38841,P87269,0
P46947,P47180,0
Q04344,Q06244,0
P32318,P47977,0
P25332,Q05610,0
Q03886,Q07555,0
A0A8D9UGQ7,Q08634,0
P38632,P38796,0
P25693,P53281,0
P40101,P50623,0
P05986,P35727,0
P38172,P39108,0
P15790,P38239,0
Q05359,Q08927,0
P38122,P38884,0
P38200,P53727,0
P0CY11,P30402,0
P39973,P53427,0
Q08054,Q12046,0
P40078,Q06675,0
P52868,Q04019,0
P40093,Q06592,0
P40565,Q03956,0
Q08692,Q12249,0
P32331,P35691,0
P53066,Q03096,0
P36528,P53732,1
Q08240,Q12174,0
Q04100,Q12092,0
P32351,P53256,0
P32570,P53097,0
P25652,Q02983,0
P53538,Q04949,0
P53173,Q08321,0
A0A023PXF5,P32347,0
P39983,Q04806,0
P15873,P40046,0
O13543,P18888,0
P13130,P53736,0
P47093,Q12493,0
P20435,P29703,0
P32628,P53215,0
O94086,P33754,0
P53292,P53727,0
P50106,Q07509,0
P36421,P53220,0
A0A023PZH9,Q05510,0
P01149,P40025,0
P37265,P47009,0
P40478,P41912,0
Q08906,Q6Q572,0
P0CL27,P39548,0
P53892,Q07811,0
P38841,Q02895,0
P53862,Q12493,0
P21734,P39108,0
P38874,P43569,0
Q08621,Q12350,0
P10962,P31109,0
P51998,Q02204,1
P32387,P36532,1
P0CL38,Q92328,0
P47110,Q03020,0
P33309,P38898,0
Q07438,Q12282,0
A0A023PZI1,Q03759,0
P38733,Q3E7Y3,0
P38146,Q04201,0
P00498,P25604,0
P0CF35,P32450,0
P25629,Q08235,0
P53072,Q12285,0
A0A023PXG3,Q04894,0
P00420,P18496,0
P40517,P47175,0
P0C074,P87266,0
Q06071,Q08503,0
P53825,Q12488,0
P36069,P40165,0
P21560,Q07613,0
Q02598,Q05777,0
P0C0T4,P0C0V2,0
P12687,P47127,0
P53087,Q07829,0
Q08270,Q12277,0
P09007,Q04081,0
P22203,Q12163,0
Q04203,Q12329,0
Q04493,Q12489,0
P53080,Q05473,0
A0A023PXH9,Q07829,0
P38910,P43575,0
P47056,Q12489,0
O14467,P32475,0
P40956,P50084,0
P0CX26,Q08689,1
P07253,Q6B2I9,0
P53205,Q05568,0
P08431,Q03067,0
P38341,Q2V2P7,0
P05739,P38302,0
P38203,P43622,0
P38725,P87287,0
P38253,P53927,0
P40507,P43567,0
P38852,P39111,0
P0C2H8,Q3E751,0
P21243,Q12746,0
P36079,Q08361,0
P32939,P36141,0
P33759,Q12438,0
O13521,P43542,0
P08593,P53158,0
P07703,Q08003,0
P13483,P38127,0
P53956,Q12254,0
P38202,Q07897,0
Q02872,Q08955,0
P38689,P46986,0
P05626,P38342,0
P25631,Q07549,0
P53084,Q12416,0
P39714,P53047,0
P50861,Q12522,0
P00358,P53211,0
P53147,Q99210,0
P38909,P43582,0
Q12255,Q96VH1,0
O13541,P25603,0
P17261,P40212,0
P28495,P29589,0
P36067,P47182,0
P36038,P40188,0
A0A023PZI4,P43604,0
P47081,Q06835,0
P49626,Q12421,0
P20434,P38182,0
Q12140,Q99288,0
A0A023PZH5,Q8TGK8,0
Q03920,Q12312,0
P43587,Q99321,0
P36160,P40323,0
P36071,P40520,0
P46988,P50110,0
P53859,Q04493,0
Q05942,Q12174,0
P40014,Q03289,0
P21965,P40365,0
P40152,Q04674,0
P05150,Q08058,0
P16151,Q12493,0
P43594,Q6B0W2,0
P87264,Q06405,0
P38749,P53314,0
P38839,Q02642,0
P35723,Q12434,0
P07283,Q06469,0
P26783,P40479,0
P40558,P69850,0
P40990,Q3E7Z2,0
P38263,P40011,0
P40162,Q04344,0
P46988,Q12515,0
P40572,Q12132,0
P38286,Q12283,0
P32613,Q06201,0
P17157,Q8TGR5,0
P36527,Q08504,0
P0CL27,Q04210,0
O60200,P45976,0
Q03695,Q06580,0
P53123,Q07451,0
P36094,Q03290,0
P35734,Q03430,0
P23968,P46998,0
P06774,Q12454,0
P39108,P40011,0
P40491,Q02889,0
P53210,Q04430,0
P21771,P23369,1
P22148,Q05611,0
P43623,Q08962,0
P25575,P39724,0
P08067,Q12056,0
P40518,Q9ZZX7,0
P50105,P81449,0
Q08543,Q12035,0
Q08920,Q12455,0
P33441,P43547,0
P0C5M2,P40478,0
P0CX56,Q02598,0
P22696,Q05900,0
P36520,P38264,0
P36038,P38120,0
P36067,P47122,0
P00424,P40154,0
P21771,P53195,0
Q03207,Q07629,0
Q8TGR8,Q99216,0
P32351,Q01766,0
P54964,Q07541,0
Q07688,Q12155,0
P47036,Q08270,0
Q04689,Q05778,0
P43534,Q04231,0
P0C2H6,P46654,1
P32347,Q03208,0
P18496,P39988,0
P05739,P33442,1
P0C2H6,P53117,0
P0CX31,Q99260,0
P17076,Q00873,0
P28495,P53146,0
P35725,Q07967,0
P06182,P40207,0
P22133,P36061,0
P38991,Q2V2Q1,0
P13434,P53892,0
P0CE97,P34247,0
P11747,Q12380,0
P23724,Q02799,0
A0A023PZA9,P40503,0
Q07790,Q12347,0
P22141,Q06417,0
P00447,P48606,0
E2QC18,Q12189,0
P0CX84,P22148,0
P53158,Q06267,0
P06174,P48558,0
A0A023PXP7,P40581,0
O13545,P40326,0
P28495,Q04398,0
P11633,Q8TGN6,0
P53193,Q04370,0
O13557,P16151,0
P38341,P38843,0
P05744,P38202,1
P26783,Q12213,1
O13574,Q6WNK7,0
P0CY06,P40545,0
O13569,Q08743,0
P25627,P46988,0
P34162,P38912,0
P27999,P38909,0
P0CX41,Q12000,1
P18414,Q12322,0
P53323,Q06891,0
P40693,Q08985,0
Q07928,Q6B0X1,0
P38066,Q04430,0
P33122,P43598,0
Q04359,Q12284,0
P06704,Q02799,0
P40046,P53217,0
P47012,Q08692,0
P00163,P00425,1
A0A023PXD9,Q12270,0
Q06244,Q3E792,0
P49017,P53160,0
P40540,Q12067,0
Q12297,Q8TGK0,0
P21242,Q08018,0
P32902,P53187,0
Q04674,Q8TGP8,0
P39015,P53825,0
P0C5M9,P53884,0
P26793,Q08681,0
Q04344,Q07716,0
P25637,Q12443,0
A0A023PZ99,Q03418,0
P16547,Q04401,0
P04911,P47162,0
P0CX48,P38716,0
P53106,Q08176,0
P07253,Q3E770,0
P47818,Q04493,0
O94086,Q06485,0
P19211,P45820,0
P38782,Q12416,0
P0C5N3,P36012,0
P46993,Q08202,0
P20052,P50108,0
A0ACB2N405,Q04005,0
P36133,P38271,0
P36104,Q03373,0
P38180,Q04740,0
P52923,P53822,0
P47142,Q08900,0
P07260,P0C5B8,0
P40152,Q02209,0
P22803,P42947,0
P26786,Q12452,0
P23179,P30656,0
P47818,Q00618,0
P24867,P39728,0
A0A023PXD3,Q08219,0
P22148,P38632,0
P38777,Q12426,0
P46984,Q06152,0
P23644,P38161,0
P0CX32,Q08285,1
P22133,P25372,0
P36082,P38143,0
A0A023PZF3,P40030,0
P38290,Q7LIF2,0
P38808,Q92328,0
P22133,P53937,0
P36151,Q12421,0
P38902,Q12023,0
P05745,P35200,0
P0CX18,P40096,0
P0CX92,P36135,0
P53691,Q08728,0
P25602,P46784,0
P53300,Q8TGL4,0
P0CL36,P38722,0
P10127,Q08873,0
P53282,P53604,0
P20435,P53279,0
P40159,Q03937,0
P38312,P40185,0
P36520,Q02204,1
P0CL31,P38858,0
Q08322,Q08931,0
P32787,Q99258,0
O75012,P36534,1
P43623,P53862,0
P36139,P53879,0
P34238,Q08686,0
P41318,P47049,0
P18408,P53905,0
P23639,P34730,0
P23833,P53290,0
A0ACB2N405,Q07881,0
P00359,P29055,0
Q04949,Q8TGK1,0
P38354,P87108,0
P33411,P35196,0
P40057,Q08235,0
P0C5M2,Q08673,0
P35127,Q06144,0
P43608,Q06385,0
P32645,Q96VH1,0
P32496,Q3E7Z8,0
P43586,Q04894,0
O13513,P53906,0
P36040,Q03829,0
P38736,P43682,1
P43592,Q06213,0
P0CL27,P32564,0
P17558,P25554,0
P40001,Q07521,0
P36528,P53724,1
P32564,P53292,0
P25349,P38357,0
P0CL40,P53152,0
P04449,P39714,0
O13564,Q03723,0
A0A023PXP4,Q04201,0
P40525,Q08540,0
P29055,P39111,0
P54867,Q99316,0
P40033,Q03799,1
P0CL41,P46993,0
P0CL27,P40548,0
P10662,Q12390,0
P00817,P53237,0
P38988,P40898,0
P05749,P87269,0
A0A023PYE4,P25585,0
P33759,P38175,1
P0CE96,Q07534,0
P40574,P53062,0
P36099,Q05881,0
P38354,Q06592,0
P38785,P40464,0
P38077,P43614,0
P38635,P53871,0
P53088,P53895,0
P16892,Q12531,0
Q08218,Q08826,0
P22804,Q9P305,0
Q06675,Q12262,1
P40100,Q12057,0
A0A023PZF5,P0C5N3,0
P07285,Q12177,0
P32353,P53216,0
Q03362,Q08230,0
P38998,Q04432,0
P36061,Q07988,0
Q08202,Q99260,0
Q04868,Q05789,0
Q03049,Q05611,0
P0CX30,P38061,1
A0A023PXB9,Q05016,0
P25626,Q06636,0
P0CX24,Q12359,0
P18410,Q06089,0
P32842,P34162,0
P0CE98,P38236,0
P20435,Q08237,0
P38313,P47064,0
O94086,P31412,0
P0C0V8,Q08293,0
P33754,Q04087,0
Q03885,Q12187,0
P02309,P43568,0
A0A023PXG3,P53740,0
P38635,P53164,0
P13483,Q04838,0
P22214,P53279,0
Q03187,Q08962,0
P04456,Q07829,0
P40356,P53686,0
P19454,P38336,0
P40548,P47076,0
P25562,Q07355,0
P36025,P47020,0
P25443,P40217,1
P53087,P53133,0
P54858,Q03246,0
P0CX51,P38801,1
Q07990,Q12335,0
Q06071,Q3E776,0
A0A023PXD3,P0CI67,0
P11353,Q02204,0
P28005,P38336,1
P06780,P36071,0
P36167,P38927,0
P36110,P40217,0
P00359,P35195,0
P0CX55,P25343,0
Q07509,Q08826,0
Q3E7Z2,Q8TGL4,0
E9PAD8,P40364,0
P0CH64,Q06675,0
P36128,P46654,0
P26793,Q08227,0
P25563,P50105,0
Q02772,Q12522,0
P23285,P87286,0
O74700,P53884,0
P38962,Q08630,0
P31378,Q08227,0
D6VPM8,P40046,0
P04710,P48836,0
A0A023PZF3,P47128,0
P40084,P46988,0
P53754,Q04276,0
P28495,Q99325,0
P32914,Q12484,0
P25651,P40539,0
P25385,Q07438,0
P17536,P39926,0
P47150,Q8TGR8,0
P48362,P53162,0
A0A023PZG0,P06774,0
P53218,Q12281,0
P05739,P0CX16,0
P40515,Q12178,0
P25586,P47977,0
P38127,Q08110,0
P0CY06,P36082,0
P0CX26,P0CX28,1
A0A023PXI5,Q07521,0
P22217,P47038,0
P23369,P38175,1
P43595,P53299,0
P0CD98,P36516,0
P41733,Q12390,0
P0CX42,P40488,0
Q07508,Q12330,1
P22353,P32902,1
P53769,Q12330,1
P38235,Q08417,0
P0CE97,P13902,0
Q12146,Q12359,0
P34249,Q08439,0
P53938,Q3E7A4,0
P25614,P53193,0
P53686,Q04868,0
P32805,P38268,0
P12686,Q06630,1
P53126,Q08747,0
P38725,P40571,0
P34161,P53921,0
O13513,P25604,0
P0CL35,P39550,0
O13548,P40099,0
P39541,Q02775,0
Q02159,Q99176,0
P39929,P40548,0
P40207,P43617,0
P32353,P43598,0
P36116,Q12240,0
Q06328,Q07648,0
P42844,Q08842,0
P0CL30,Q02784,0
P25657,P47006,0
P47058,P47138,0
P53937,Q04659,0
P18852,P53888,0
A0A023PZL2,Q08321,0
P02293,Q02710,0
P17695,P53252,0
P0C5E1,P0CE89,0
P05318,Q12690,1
P0CY13,Q12092,0
P48235,P53310,0
P25358,Q99321,0
P23968,P25586,0
P48589,Q05498,1
P50946,Q04894,0
P42937,Q05541,0
P36047,P40455,0
P25572,P53740,0
P32570,P53153,0
A0A023PXG7,P38843,0
Q04675,Q06158,0
Q02159,Q7LHD1,0
P13393,Q06213,1
P36110,P48238,0
A0A023PXN3,P36153,0
P22108,P53259,0
P0CY13,P36129,0
P26449,P38300,0
P40031,P53927,0
P40519,P47977,0
P0C0W1,P39990,1
Q02647,Q12450,0
P0C0W1,P20459,1
P32907,P40342,0
P40585,P53828,0
P25612,P47028,0
P14306,Q12012,0
P05743,P36517,1
P32602,Q04978,0
P53937,Q12390,0
P15315,Q08726,0
P0CX50,Q06213,0
Q08272,Q08422,0
O13582,P38152,0
P36054,Q12481,0
A0A023PXI4,P40013,0
P13298,P43566,0
A0AAT9JAJ4,P36012,0
P25565,P43588,0
P28000,Q12154,0
P17157,P36127,0
O13566,P34234,0
P32357,Q05905,0
P22354,P51998,1
P40156,Q02202,0
P10662,Q03976,1
P38747,Q05942,0
P05626,P47122,0
O13564,P87288,0
P46999,Q02326,0
P38082,Q06146,0
P32450,P36025,0
P53117,Q04806,0
P25612,P36151,0
P13663,P38635,0
P47178,P53970,0
P10659,P53132,0
P32318,Q3E842,0
P38927,P40452,0
P40891,Q6Q5F3,0
A0A023PXD3,Q06580,0
P38168,P41733,0
Q08419,Q12222,0
P28005,P40570,0
A0A023PXD3,Q12015,0
P0CL41,Q05937,0
P43497,P81449,0
P40524,P53844,0
P40495,P40693,0
Q06815,Q3E840,0
P36528,P38305,0
P53269,Q06063,0
P25572,P38243,0
A0A023PXN3,P25359,0
P09007,Q07829,0
O13522,P40552,0
A0A023PZH5,P05373,0
P06704,Q03102,0
P31378,P38183,0
P38701,P47155,0
P32904,P40062,0
P0C0V8,P39983,1
P40508,P43542,0
A0A023PYE4,P38200,0
P36164,Q02796,0
P05317,Q03829,0
P53249,Q04406,0
P38828,P53872,0
A0A023PZB8,Q12247,0
P38874,P47140,0
P0CX26,P36105,1
P40167,P48569,0
P0CX53,P25443,1
P38304,P46671,0
Q02803,Q6B0Y7,0
P38194,Q07418,0
P38215,P38269,0
P0CF35,Q12187,0
P40461,P47006,0
A0A023PXJ7,P22804,0
Q12077,Q12394,0
P40693,Q08560,0
P32472,P40214,0
P39931,Q06158,0
P0CX97,P38284,0
P06780,P48558,0
P23179,Q08293,0
P28005,P39724,0
P0CE98,Q08959,0
A0A023PYI5,P38341,0
P32524,Q03937,0
P38842,Q08503,0
P40565,Q12046,1
O13573,P53824,0
P38344,Q12365,0
E9PAE4,P53329,0
O13537,Q08931,0
Q04067,Q12184,0
P21651,Q08991,0
P36133,Q02721,0
P0C5L6,Q99325,0
P25349,Q08621,0
P32605,Q8TGN4,0
O13531,P53921,0
P21705,P38284,0
P25584,Q3E829,0
P10355,P25577,0
P47086,Q06608,0
Q03941,Q03956,0
P48836,Q08916,0
P06843,P25348,0
A0A023PYG1,Q12347,0
Q02217,Q3E735,0
P47093,Q06648,0
P32910,Q12208,0
P39704,Q03057,0
P23833,Q12270,0
P40470,P53198,0
P40584,P53311,0
P53829,Q06541,0
P0CY11,P36086,0
P12686,P53167,0
P38320,Q8TGN6,0
P02293,P53183,0
P35723,P43566,0
P33751,P38615,0
P39931,Q05611,0
A0A023PXH6,Q08428,0
P18888,Q02256,0
P38428,Q08422,0
P0C5B8,P38930,0
P25377,P39559,0
P40577,Q06385,0
P38988,Q00055,0
P31334,P38898,0
P0C2H6,P25637,0
P18408,P38833,0
Q12458,Q3E795,0
P00424,P15992,0
P06197,P25631,0
P00431,Q12528,0
A0A023PYG5,P32584,0
P25087,Q12029,0
P40103,Q08646,0
P34246,P46670,0
O13521,P0CY11,0
P38287,P38892,0
P05737,P43586,1
P26783,P38792,1
P40081,P43586,0
P36069,P53229,0
Q06469,Q06522,0
P0CX29,Q12281,0
P20433,P87266,0
P53218,Q03786,0
P32338,P47152,0
O94143,P39563,0
P46672,Q3E825,0
A0A023PXM2,P36118,0
P32584,P39710,0
P25385,Q06648,0
Q04603,Q05636,0
P38362,Q07921,0
P00912,Q06144,0
P12904,Q08985,0
A0A023PXM7,P46669,0
P50861,Q3E731,0
A0A023PXQ9,P38838,0
P25693,P37263,0
P0CE69,P40584,0
P0CX41,Q12185,0
P25560,P51402,0
P29453,Q03151,0
P38792,P41819,1
P40546,Q05636,1
P43588,Q02209,0
P40517,P49017,0
P36109,P47151,0
Q02521,Q04359,0
P40162,P40520,0
P53830,Q04203,0
O94085,P53181,0
Q04062,Q07938,0
P47105,Q06005,0
P32626,P38824,0
Q04894,Q08911,0
Q99260,Q99278,0
P0CX29,Q06091,0
P18239,Q07458,0
P53100,Q8TGR8,0
P25719,P49166,0
P38260,Q08439,0
P38145,P53275,0
P40539,P43619,0
P21374,Q04751,0
P05745,Q08742,0
P39726,Q08416,0
P25451,P36131,0
P40363,P53956,0
P38620,Q08215,0
P21190,Q03085,0
P14063,Q12003,0
P16550,Q06208,0
P17891,P40152,0
P38188,P40449,0
P12962,P48232,0
P13434,Q9ZZW1,0
A0A023PYH8,P40502,0
P33754,Q12262,0
P00424,Q12272,0
Q06058,Q06139,0
P25046,Q02831,0
P38224,P43619,0
P46984,Q99314,0
P0CX40,P40217,1
P15367,Q06146,0
P20051,Q96VH4,0
P38215,Q04304,0
A0A023PZI1,P38194,0
P32419,Q3E743,0
P40464,Q12515,0
P36528,Q12350,0
P41816,Q06252,0
P40163,P40347,0
O13521,P38183,0
P22203,P36527,0
P46993,Q12243,0
P23301,Q12285,0
P36094,Q07530,0
P25659,P40502,0
P53208,P53913,0
P25587,P50947,0
O60200,P32419,0
P03069,P40217,0
O14467,Q06834,0
A0A023PYD3,P39515,0
P0CF16,P48015,0
P40961,Q04675,0
P33754,Q03151,0
P32473,Q06109,0
P0CE91,P43591,0
Q12107,Q12379,1
P18239,P20084,0
Q03630,Q12082,0
P0CX79,P38326,0
P53232,Q06813,0
P38715,P46961,0
P0CX96,P53210,0
P21182,Q3E7A7,0
Q08811,Q99344,0
P34234,Q08911,0
E2QC18,P43682,0
P40471,P52871,0
P46986,Q12477,0
P0CF35,P39938,0
Q08205,Q12240,0
P36030,Q06675,0
P26364,Q04276,0
Q08955,Q99345,0
P53823,P87285,0
P53263,Q02598,0
Q08207,Q08687,0
P53821,Q03231,0
P0CL41,P40585,0
A0A023PXI5,P53910,0
P40165,Q04116,0
P09007,Q02793,0
P32854,Q08216,0
P25583,Q03937,0
P32842,P46998,0
P39735,Q04019,0
A0A023PXH9,P53898,0
P25347,P50278,0
P38202,Q12029,0
P0C0W9,P46964,0
Q02732,Q3E827,0
P52491,Q02796,0
A0A023PXP7,P36087,0
P32859,P40507,0
P38912,P47162,0
P54000,Q08553,0
P00044,P00431,1
P02309,P38992,0
P39724,Q06385,0
Q04396,Q07508,0
P25378,P53213,0
P36081,P40314,0
P06704,P47085,0
P38774,P39973,0
O13514,Q12431,0
P38763,Q08498,0
P27680,P35181,0
P35195,P40155,0
P39731,P53168,0
P53342,Q12455,0
P07280,Q08285,1
P32379,P32419,0
P38885,P87271,0
P26321,P53927,1
Q04674,Q96VH4,0
P19955,P43682,0
P25605,Q05905,0
P39516,Q12690,1
P16622,P53897,0
P46961,Q12165,0
Q04216,Q12471,0
P40577,Q12351,0
A0A023PZJ9,P40347,0
P40155,Q02659,0
P29055,Q06217,0
Q02217,Q08789,0
Q05024,Q08976,0
P0CX17,P32656,0
P32943,Q03772,0
P42946,Q08054,0
P08524,P49957,0
P00424,P38223,0
P00447,Q05568,0
O13561,Q06678,0
P13483,P36007,0
P22354,Q02721,0
P20486,P38089,0
P28626,P32867,0
P53227,Q12213,0
P0C0V8,Q07410,0
P17890,P36039,0
P05756,P26786,1
Q03529,Q03558,0
Q07951,Q12243,0
P14127,Q3E792,1
P25359,P38294,0
P53305,Q06630,1
P42936,Q06005,0
P36154,P38195,0
Q3E705,Q3E769,0
A0A023PZE2,P53281,0
P50861,Q07879,0
A0A023PXF2,P40508,0
P53245,Q02260,0
P32452,P53275,0
P53722,P53825,0
P40049,Q03323,0
Q04487,Q12365,0
P47032,P48412,0
P40956,Q12130,0
P47120,P52490,0
P18408,P20133,0
P23595,Q99326,0
P25563,P31379,0
P40893,P41544,0
P38328,P41338,0
Q02606,Q12352,0
P28778,Q06338,0
P38815,Q07928,0
Q07651,Q08559,0
P53211,Q03503,0
P38334,P69771,0
P02381,P36531,1
P16622,Q06504,0
P36151,P36224,0
P53268,Q6B108,0
O13537,P25638,0
P46669,Q99395,0
P53089,Q03885,0
A0A023PZI9,Q03629,0
O13560,P43566,0
Q03935,Q05789,0
P47172,Q03798,0
P30657,Q07658,0
P60010,Q04019,0
P0C5L6,P38780,0
P06168,P53962,0
P26786,P39938,1
P43542,Q6B0W2,0
O13546,P34087,0
P87288,Q00245,0
P38429,Q6B0W0,0
P38786,P53184,0
P17261,Q08321,0
P22134,Q05898,0
Q12306,Q12476,0
P17106,P38303,0
