protein1,protein2,experimental
YHR085W,YBL087C,800
YHR085W,YPR102C,800
YHR085W,YBR084C-A,800
YHR085W,YBL027W,800
YHR085W,YLR029C,800
YHR085W,YBR191W,800
YHR085W,YHR197W,969
YHR085W,YDR101C,922
YHR085W,YPL220W,800
YHR085W,YPL131W,806
YHR085W,YOR063W,800
YHR085W,YMR242C,806
YHR085W,YLR074C,926
YHR085W,YOL120C,800
YHR085W,YPR043W,800
YHR085W,YCR072C,886
YHR085W,YDL075W,800
YHR085W,YJL189W,800
YHR085W,YHL033C,800
YHR085W,YGL147C,800
YHR085W,YNL182C,974
YHR085W,YMR194W,800
YHR085W,YER117W,800
YHR085W,YER056C-A,800
YHR085W,YGL029W,800
YHR085W,YIL133C,800
YHR085W,YER006W,800
YHR086W,YLR147C,946
YHR086W,YIL061C,946
YHR086W,YLR275W,946
YHR086W,YML046W,974
YHR086W,YDR206W,734
YHR086W,YOR159C,946
YHR086W,YER172C,739
YHR086W,YGL049C,734
YHR086W,YDR432W,743
YHR086W,YNR051C,734
YHR086W,YDL043C,945
YHR086W,YMR288W,945
YHR086W,YPL213W,946
YHR086W,YPL178W,946
YHR086W,YGR178C,734
YHR086W,YOL139C,734
YHR086W,YGR013W,944
YHR086W,YOR319W,945
YHR086W,YER165W,734
YHR086W,YIR009W,809
YHR086W,YOR204W,736
YHR086W,YPR042C,734
YHR086W,YKL173W,743
YHR086W,YLR432W,734
YHR086W,YER029C,942
YHR086W,YFL017W-A,946
YHR086W,YMR080C,734
YHR086W,YIL036W,734
YHR086W,YML049C,944
YHR086W,YDL030W,945
YHR086W,YDL014W,734
YHR086W,YMR125W,946
YHR086W,YDR240C,972
YHR086W,YOR308C,734
YHR086W,YGR162W,734
YHR086W,YNL138W-A,800
YHR086W,YDR243C,802
YHR086W,YBR237W,802
YHR086W,YNL124W,734
YHR086W,YCR077C,734
YHR086W,YJL176C,734
YHR086W,YJL203W,944
YHR086W,YBR119W,944
YHR086W,YKL074C,740
YHR086W,YLR347C,734
YHR086W,YHR165C,745
YHR086W,YPR182W,946
YHR086W,YDR235W,974
YHR086W,YGR074W,946
YHR086W,YDR381W,734
YHR086W,YER151C,734
YHR086W,YNL189W,743
YHR086W,YNL187W,734
YHR086W,YDL087C,944
YHR086W,YJL168C,734
YHR086W,YLR298C,972
YHR086W,YKL012W,944
YHR086W,YPR094W,940
YHR086W,YGL173C,734
YHR086W,YHR121W,734
YHR086W,YMR240C,803
YHR086W,YLR116W,740
YHR088W,YIL133C,897
YHR088W,YER006W,923
YHR088W,YER117W,819
YHR088W,YMR194W,865
YHR088W,YER056C-A,819
YHR088W,YER002W,881
YHR088W,YKL082C,886
YHR088W,YDL075W,868
YHR088W,YGL147C,865
YHR088W,YHL033C,870
YHR088W,YNL110C,964
YHR088W,YOL077C,934
YHR088W,YMR049C,929
YHR088W,YOL120C,826
YHR088W,YMR242C,877
YHR088W,YOR063W,870
YHR088W,YLR002C,898
YHR088W,YOR310C,716
YHR088W,YBR191W,865
YHR088W,YGR103W,934
YHR088W,YBL027W,865
YHR088W,YAL025C,988
YHR088W,YLR029C,867
YHR088W,YBR084C-A,819
YHR088W,YNL061W,945
YHR088W,YHR066W,933
YHR088W,YOR272W,939
YHR088W,YOR206W,715
YHR088W,YKL180W,936
YHR088W,YBL087C,819
YHR088W,YBL092W,955
YHR088W,YPL093W,906
YHR088W,YPL249C-A,819
YHR088W,YDL082W,868
YHR088W,YLR009W,881
YHR088W,YGL030W,877
YHR088W,YDL136W,868
YHR088W,YGL111W,989
YHR088W,YHR010W,866
YHR088W,YNL301C,870
YHR088W,YML073C,938
YHR088W,YLR061W,823
YHR088W,YNL002C,929
YHR088W,YOR312C,825
YHR088W,YPL211W,897
YHR088W,YDR087C,959
YHR088W,YGL076C,876
YHR088W,YLR344W,930
YHR088W,YER126C,873
YHR088W,YMR290C,945
YHR088W,YBL028C,830
YHR088W,YKL006W,882
YHR088W,YBR031W,867
YHR088W,YPL143W,868
YHR088W,YPR016C,944
YHR088W,YPR143W,943
YHR088W,YHR052W,937
YHR088W,YLR325C,876
YHR088W,YKL009W,873
YHR088W,YLR185W,819
YHR088W,YDL191W,823
YHR088W,YCL054W,867
YHR088W,YKL172W,932
YHR088W,YOL127W,899
YHR089C,YHR072W-A,980
YHR089C,YDL213C,709
YHR089C,YGL078C,700
YHR089C,YMR310C,705
YHR089C,YDL208W,906
YHR089C,YIL104C,902
YHR089C,YLR175W,992
YHR089C,YDR365C,708
YHR089C,YGR283C,722
YHR090C,YEL018W,705
YHR090C,YBR010W,892
YHR090C,YFL024C,970
YHR090C,YHR099W,908
YHR090C,YBR009C,800
YHR090C,YBL003C,860
YHR090C,YFL039C,886
YHR090C,YOR244W,971
YHR090C,YJL081C,919
YHR090C,YNL031C,811
YHR090C,YGR002C,937
YHR090C,YJR082C,945
YHR090C,YNL136W,704
YHR090C,YNL030W,800
YHR090C,YDR359C,938
YHR096C,YDR345C,734
YHR098C,YPR181C,837
YHR099W,YEL018W,969
YHR099W,YFL024C,968
YHR099W,YDR448W,837
YHR099W,YCL010C,724
YHR099W,YDR176W,793
YHR099W,YMR223W,792
YHR099W,YNL031C,800
YHR099W,YGL112C,986
YHR099W,YMR236W,987
YHR099W,YBR010W,886
YHR099W,YGL066W,983
YHR099W,YDR359C,961
YHR099W,YNL030W,800
YHR099W,YHR090C,908
YHR099W,YFL039C,890
YHR099W,YPL254W,940
YHR099W,YNL138W-A,702
YHR099W,YDR167W,987
YHR099W,YBR081C,959
YHR099W,YDR145W,992
YHR099W,YBR111W-A,824
YHR099W,YGR252W,701
YHR099W,YBR198C,987
YHR099W,YNL136W,735
YHR099W,YDR392W,986
YHR099W,YJL081C,929
YHR099W,YOR244W,949
YHR099W,YBL003C,879
YHR099W,YBR009C,826
YHR099W,YOL148C,964
YHR099W,YGR002C,959
YHR099W,YJR082C,944
YHR102W,YOR353C,736
YHR102W,YKL189W,757
YHR106W,YDR353W,734
YHR107C,YNL233W,728
YHR107C,YCR002C,759
YHR107C,YLR314C,701
YHR107C,YJR076C,737
YHR107C,YDL225W,737
YHR108W,YOR109W,726
YHR110W,YDL018C,736
YHR110W,YML012W,737
YHR111W,YIL008W,740
YHR114W,YLR105C,734
YHR114W,YOR181W,736
YHR115C,YNL116W,734
YHR117W,YAL005C,960
YHR117W,YLL024C,909
YHR117W,YPL240C,948
YHR117W,YMR186W,904
YHR118C,YML065W,975
YHR118C,YLL004W,972
YHR118C,YBL023C,972
YHR118C,YGL201C,800
YHR118C,YNL261W,972
YHR118C,YLR002C,734
YHR118C,YMR036C,734
YHR118C,YPR018W,734
YHR118C,YBR202W,800
YHR118C,YJL106W,734
YHR118C,YPR162C,950
YHR118C,YJL194W,972
YHR118C,YBR060C,972
YHR118C,YEL032W,800
YHR118C,YPR019W,800
YHR118C,YJR046W,944
YHR118C,YLR274W,800
YHR118C,YEL056W,734
YHR118C,YPL001W,734
YHR119W,YAR003W,989
YHR119W,YLR015W,988
YHR119W,YBR175W,980
YHR119W,YDR469W,968
YHR119W,YBR258C,705
YHR119W,YKR094C,910
YHR119W,YBR009C,868
YHR119W,YBL003C,912
YHR119W,YIL148W,910
YHR119W,YLL039C,909
YHR119W,YNL031C,912
YHR119W,YBR010W,950
YHR119W,YNL030W,821
YHR119W,YPL138C,976
YHR119W,YLR167W,909
YHR121W,YGR178C,768
YHR121W,YHR086W,734
YHR121W,YBR119W,734
YHR122W,YDR267C,931
YHR122W,YIL128W,706
YHR123W,YNL130C,734
YHR129C,YMR294W,777
YHR129C,YDR106W,756
YHR135C,YNL154C,734
YHR141C,YJL190C,878
YHR141C,YPR016C,850
YHR141C,YLR325C,875
YHR141C,YGR214W,878
YHR141C,YDL191W,835
YHR141C,YNL023C,800
YHR141C,YMR116C,959
YHR141C,YOL127W,907
YHR141C,YEL034W,932
YHR141C,YDR418W,835
YHR141C,YLR167W,875
YHR141C,YLR344W,878
YHR141C,YER126C,835
YHR141C,YNL178W,907
YHR141C,YLR387C,812
YHR141C,YBL028C,800
YHR141C,YPL143W,835
YHR141C,YDL133C-A,800
YHR141C,YHL015W,907
YHR141C,YDL081C,828
YHR141C,YNL301C,835
YHR141C,YDL184C,800
YHR141C,YOR293W,878
YHR141C,YGL213C,800
YHR141C,YGR034W,835
YHR141C,YLR150W,861
YHR141C,YFR031C-A,835
YHR141C,YGR169C-A,808
YHR141C,YOR298C-A,812
YHR141C,YER036C,800
YHR141C,YGL123W,907
YHR141C,YJL191W,835
YHR141C,YOR369C,907
YHR141C,YDR025W,835
YHR141C,YER131W,835
YHR141C,YBL072C,878
YHR141C,YNL135C,800
YHR141C,YBR084C-A,835
YHR141C,YPL226W,809
YHR141C,YGR027C,835
YHR141C,YDL061C,835
YHR141C,YKL180W,835
YHR141C,YBL087C,835
YHR141C,YHR013C,800
YHR141C,YLR340W,875
YHR141C,YGL103W,875
YHR141C,YJR094W-A,835
YHR141C,YLR441C,878
YHR141C,YDL082W,835
YHR141C,YPL220W,835
YHR141C,YEL057C,800
YHR141C,YML063W,835
YHR141C,YLR264W,835
YHR141C,YLR287C-A,835
YHR141C,YPL198W,835
YHR141C,YOR253W,800
YHR141C,YLR075W,875
YHR141C,YML024W,878
YHR141C,YGL147C,835
YHR141C,YER074W,835
YHR141C,YMR121C,835
YHR141C,YLR397C,800
YHR141C,YOR133W,835
YHR141C,YOL040C,907
YHR141C,YMR242C,835
YHR141C,YFR032C-A,875
YHR141C,YLR074C,810
YHR141C,YIL133C,835
YHR141C,YDR450W,878
YHR141C,YBR267W,812
YHR141C,YGR173W,800
YHR141C,YPL081W,878
YHR141C,YKL156W,878
YHR141C,YJL136C,875
YHR141C,YER056C-A,835
YHR141C,YMR143W,835
YHR141C,YOL121C,878
YHR141C,YLR249W,809
YHR141C,YIR026C,800
YHR141C,YKR094C,835
YHR141C,YIL018W,835
YHR141C,YDR447C,835
YHR141C,YJR145C,835
YHR141C,YLR185W,835
YHR141C,YER102W,835
YHR141C,YKL009W,835
YHR141C,YIL148W,835
YHR141C,YNL001W,808
YHR141C,YOR091W,800
YHR141C,YGR085C,835
YHR141C,YGL076C,835
YHR141C,YCR031C,835
YHR141C,YPR132W,835
YHR141C,YJL177W,835
YHR141C,YDR385W,936
YHR141C,YGL189C,835
YHR141C,YAL035W,830
YHR141C,YJR123W,950
YHR141C,YDL040C,800
YHR141C,YBR031W,835
YHR141C,YKL006W,835
YHR141C,YNL162W,800
YHR141C,YLR448W,835
YHR141C,YHR170W,820
YHR141C,YLR048W,835
YHR141C,YLR061W,835
YHR141C,YML073C,835
YHR141C,YOR312C,835
YHR141C,YNR053C,811
YHR141C,YGR118W,835
YHR141C,YOR182C,835
YHR141C,YPR189W,800
YHR141C,YGL173C,800
YHR141C,YAL036C,800
YHR141C,YEL054C,835
YHR141C,YDR012W,835
YHR141C,YDL136W,835
YHR141C,YNL067W,835
YHR141C,YHR203C,835
YHR141C,YHR010W,835
YHR141C,YDR049W,800
YHR141C,YDR500C,835
YHR141C,YIL161W,800
